Sample;Dataset;Sea;Sequencing;Date;Year;Month;Depth_type;Size_fraction;Depth;Latitude;Longitude;T;S;O2;pH;NO3;NO2;NH4;PO4;SIOH4;Chla
MGE17_05_500_500_DNA;MOOSE;Mediterranean Sea;Illumina;02/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_05_500_64_DNA;MOOSE;Mediterranean Sea;Illumina;02/09/2017;2017;September;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_05_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;02/09/2017;2017;September;DCM;2;60;42.165;4.3005;13.82215;38.3708;4.886;NA;3.36436;0.119;0.028607745;0.053;3.117;1.876992654
MGE17_05_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;02/09/2017;2017;September;DCM;3;60;42.165;4.3005;13.82215;38.3708;4.886;NA;3.36436;0.119;0.028607745;0.053;3.117;1.876992654
MGE17_14_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;14/09/2017;2017;September;SRF;2;5;40.2668;4.184;25.42575;37.72455;4.373;NA;0.019;0;NA;0;1.129;0.056967092
MGE17_14_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;14/09/2017;2017;September;SRF;3;5;40.2668;4.184;25.42575;37.72455;4.373;NA;0.019;0;NA;0;1.129;0.056967092
MGE17_14_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;14/09/2017;2017;September;DCM;2;80;40.2668;4.184;15.0421;38.14835;5.381;NA;0.023;0;NA;0;1.291;0.492984452
MGE17_14_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;14/09/2017;2017;September;DCM;3;80;40.2668;4.184;15.0421;38.14835;5.381;NA;0.023;0;NA;0;1.291;0.492984452
MGE17_14_L2_deep_02_DNA3;MOOSE;Mediterranean Sea;Illumina;14/09/2017;2017;September;DEEP;2;1846;40.2668;4.184;13.1982;38.4875;4.028;NA;NA;NA;NA;NA;9.746;NA
MGE17_14_L2_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;14/09/2017;2017;September;DEEP;3;1846;40.2668;4.184;13.1982;38.4875;4.028;NA;NA;NA;NA;NA;9.746;NA
MGE17_14_L2_net_250_DNA1;MOOSE;Mediterranean Sea;Illumina;14/09/2017;2017;September;Net;250;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_14_L2_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;14/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_20_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;15/09/2017;2017;September;SRF;2;5.5;41.6155;3.6325;23.70505;37.82685;4.491;NA;0.131;0.037;0.000525031;0.159;0.937;0.289217545
MGE17_20_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;15/09/2017;2017;September;SRF;3;5.5;41.6155;3.6325;23.70505;37.82685;4.491;NA;0.131;0.037;0.000525031;0.159;0.937;0.289217545
MGE17_20_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;15/09/2017;2017;September;DCM;2;87;41.6155;3.6325;14.45365;38.2126;4.9205;NA;1.28;0;0.004375261;0.01;1.423;0.482029242
MGE17_20_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;15/09/2017;2017;September;DCM;3;87;41.6155;3.6325;14.45365;38.2126;4.9205;NA;1.28;0;0.004375261;0.01;1.423;0.482029242
MGE17_20_L2_deep_02_DNA3;MOOSE;Mediterranean Sea;Illumina;15/09/2017;2017;September;DEEP;2;942.5;41.6155;3.6325;13.2351;38.5244;3.8155;NA;NA;NA;NA;NA;9.549;NA
MGE17_20_L2_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;15/09/2017;2017;September;DEEP;3;942.5;41.6155;3.6325;13.2351;38.5244;3.8155;NA;NA;NA;NA;NA;9.549;NA
MGE17_20_L2_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;15/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_21_2000_02_DNA;MOOSE;Mediterranean Sea;Illumina;05/09/2017;2017;September;DEEP;2;2000;43.1498;8.15;13.2123;38.4833;4.072;NA;8.818;0;NA;0.425;9.091;NA
MGE17_21_2000_3_DNA;MOOSE;Mediterranean Sea;Illumina;05/09/2017;2017;September;DEEP;3;2000;43.1498;8.15;13.2123;38.4833;4.072;NA;8.818;0;NA;0.425;9.091;NA
MGE17_21_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;05/09/2017;2017;September;SRF;2;5;43.1498;8.15;22.4109;38.33885;4.734;NA;0.016;0;0.008738595;0.028;1.317;0.119046616
MGE17_21_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;05/09/2017;2017;September;SRF;3;5;43.1498;8.15;22.4109;38.33885;4.734;NA;0.016;0;0.008738595;0.028;1.317;0.119046616
MGE17_21_500_200_DNA1;MOOSE;Mediterranean Sea;Illumina;05/09/2017;2017;September;Net;200;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_21_500_500_DNA1;MOOSE;Mediterranean Sea;Illumina;05/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_21_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;05/09/2017;2017;September;DCM;2;70;43.1498;8.15;14.15735;38.25225;4.815;NA;0.9055;0.1685;0.056113872;0.023;1.765;0.454641217
MGE17_21_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;05/09/2017;2017;September;DCM;3;70;43.1498;8.15;14.15735;38.25225;4.815;NA;0.9055;0.1685;0.056113872;0.023;1.765;0.454641217
MGE17_25_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;16/09/2017;2017;September;SRF;2;5.2;42.4163;3.5498;18.309;38.2009;4.891;NA;0.027;0.003;0.006112471;0.01;1.006;0.255256394
MGE17_25_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;16/09/2017;2017;September;SRF;3;5.2;42.4163;3.5498;18.309;38.2009;4.891;NA;0.027;0.003;0.006112471;0.01;1.006;0.255256394
MGE17_25_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;16/09/2017;2017;September;DCM;2;67.7;42.4163;3.5498;14.2458;38.2389;4.833;NA;0.914;0.173;0.047834294;0.017;1.581;0.817989017
MGE17_25_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;16/09/2017;2017;September;DCM;3;67.7;42.4163;3.5498;14.2458;38.2389;4.833;NA;0.914;0.173;0.047834294;0.017;1.581;0.817989017
MGE17_25_L2_deep_02_DNA3;MOOSE;Mediterranean Sea;Illumina;16/09/2017;2017;September;DEEP;2;872.5;42.4163;3.5498;13.2527;38.53085;3.7865;NA;9.106;0;NA;0.427;9.14;NA
MGE17_25_L2_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;16/09/2017;2017;September;DEEP;3;872.5;42.4163;3.5498;13.2527;38.53085;3.7865;NA;9.106;0;NA;0.427;9.14;NA
MGE17_25_L2_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;16/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_27_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;06/09/2017;2017;September;SRF;2;5;43.8828;9.6328;24.5185;38.20785;4.433;NA;0.034;0.005;0.006540206;0.016;1.191;0.102248627
MGE17_27_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;06/09/2017;2017;September;SRF;3;5;43.8828;9.6328;24.5185;38.20785;4.433;NA;0.034;0.005;0.006540206;0.016;1.191;0.102248627
MGE17_27_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;06/09/2017;2017;September;DCM;2;80;43.8828;9.6328;14.48615;38.0526;4.6435;NA;0.937;0.139;0.0115965;0.017;1.64;0.383432352
MGE17_27_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;06/09/2017;2017;September;DCM;3;80;43.8828;9.6328;14.48615;38.0526;4.6435;NA;0.937;0.139;0.0115965;0.017;1.64;0.383432352
MGE17_27_deep_02_DNA;MOOSE;Mediterranean Sea;Illumina;06/09/2017;2017;September;DEEP;2;390;43.8828;9.6328;13.95895;38.68015;3.5445;NA;8.25;0.015;NA;0.362;6.309;NA
MGE17_27_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;06/09/2017;2017;September;DEEP;3;390;43.8828;9.6328;13.95895;38.68015;3.5445;NA;8.25;0.015;NA;0.362;6.309;NA
MGE17_27_net_200_DNA1;MOOSE;Mediterranean Sea;Illumina;06/09/2017;2017;September;Net;200;390;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_27_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;06/09/2017;2017;September;Net;500;390;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_33_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;17/09/2017;2017;September;SRF;2;5;41.9338;4.9843;19.68905;38.29125;4.8215;NA;0.011;0;0.006897559;0;1.199;0.177109229
MGE17_33_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;17/09/2017;2017;September;SRF;3;5;41.9338;4.9843;19.68905;38.29125;4.8215;NA;0.011;0;0.006897559;0;1.199;0.177109229
MGE17_33_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;17/09/2017;2017;September;DCM;2;69;41.9338;4.9843;14.06325;38.3485;4.8355;NA;0.893;0.054;0.055348708;0.029;1.624;0.602536552
MGE17_33_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;17/09/2017;2017;September;DCM;3;69;41.9338;4.9843;14.06325;38.3485;4.8355;NA;0.893;0.054;0.055348708;0.029;1.624;0.602536552
MGE17_33_L2_deep_02_DNA3;MOOSE;Mediterranean Sea;Illumina;17/09/2017;2017;September;DEEP;2;2000;41.9338;4.9843;13.2107;38.4851;4.0675;NA;8.996;0.005;NA;0.422;9.03;NA
MGE17_33_L2_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;17/09/2017;2017;September;DEEP;3;2000;41.9338;4.9843;13.2107;38.4851;4.0675;NA;8.996;0.005;NA;0.422;9.03;NA
MGE17_33_L2_net_250_DNA1;MOOSE;Mediterranean Sea;Illumina;17/09/2017;2017;September;Net;250;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_33_L2_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;17/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_33_L2_net_64_DNA1;MOOSE;Mediterranean Sea;Illumina;17/09/2017;2017;September;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_35_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;07/09/2017;2017;September;SRF;2;5;43.4142;7.8752;23.03795;38.3206;4.6245;NA;0;0;0.001242226;0.011;1.232;0.123793874
MGE17_35_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;07/09/2017;2017;September;SRF;3;5;43.4142;7.8752;23.03795;38.3206;4.6245;NA;0;0;0.001242226;0.011;1.232;0.123793874
MGE17_35_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;07/09/2017;2017;September;DCM;2;80;43.4142;7.8752;13.64385;38.36125;4.3645;NA;3.934;0.11;0.012535189;0.016;2.684;0.660964339
MGE17_35_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;07/09/2017;2017;September;DCM;3;80;43.4142;7.8752;13.64385;38.36125;4.3645;NA;3.934;0.11;0.012535189;0.016;2.684;0.660964339
MGE17_35_deep_02_DNA;MOOSE;Mediterranean Sea;Illumina;07/09/2017;2017;September;DEEP;2;2000;43.4142;7.8752;13.2123;38.48395;4.073;NA;9.277;0;NA;0.453;8.935;NA
MGE17_35_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;07/09/2017;2017;September;DEEP;3;2000;43.4142;7.8752;13.2123;38.48395;4.073;NA;9.277;0;NA;0.453;8.935;NA
MGE17_35_net_200_DNA1;MOOSE;Mediterranean Sea;Illumina;07/09/2017;2017;September;Net;200;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_35_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;07/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_35_net_64_DNA1;MOOSE;Mediterranean Sea;Illumina;07/09/2017;2017;September;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_36_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;18/09/2017;2017;September;SRF;2;5;41.4163;6.4502;21.8301;38.21845;4.6105;NA;0;0;0.002411342;0;0.876;0.172727145
MGE17_36_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;18/09/2017;2017;September;SRF;3;5;41.4163;6.4502;21.8301;38.21845;4.6105;NA;0;0;0.002411342;0;0.876;0.172727145
MGE17_36_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;18/09/2017;2017;September;DCM;2;75;41.4163;6.4502;15.40715;38.1351;5.4665;NA;0;0;0.041217123;0.011;0.94;0.416297982
MGE17_36_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;18/09/2017;2017;September;DCM;3;75;41.4163;6.4502;15.40715;38.1351;5.4665;NA;0;0;0.041217123;0.011;0.94;0.416297982
MGE17_36_L2_deep_02_DNA3;MOOSE;Mediterranean Sea;Illumina;18/09/2017;2017;September;DEEP;2;2000;41.4163;6.4502;13.21035;38.48335;4.068;NA;NA;NA;NA;NA;8.841;NA
MGE17_36_L2_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;18/09/2017;2017;September;DEEP;3;2000;41.4163;6.4502;13.21035;38.48335;4.068;NA;NA;NA;NA;NA;8.841;NA
MGE17_36_L2_net_250_DNA1;MOOSE;Mediterranean Sea;Illumina;18/09/2017;2017;September;Net;250;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_36_L2_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;18/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_36_L2_net_64_DNA1;MOOSE;Mediterranean Sea;Illumina;18/09/2017;2017;September;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_40_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;08/09/2017;2017;September;SRF;2;5;43.5333;7.616;23.3208;38.40715;4.597;NA;0.027;0;0.0060982;0.028;1.578;0.125619742
MGE17_40_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;08/09/2017;2017;September;SRF;3;5;43.5333;7.616;23.3208;38.40715;4.597;NA;0.027;0;0.0060982;0.028;1.578;0.125619742
MGE17_40_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;08/09/2017;2017;September;DCM;2;75;43.5333;7.616;13.9256;38.3158;4.584;NA;1.074;0.103;0.008695581;0.027;2.407;0.785123387
MGE17_40_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;08/09/2017;2017;September;DCM;3;75;43.5333;7.616;13.9256;38.3158;4.584;NA;1.074;0.103;0.008695581;0.027;2.407;0.785123387
MGE17_40_deep_02_DNA;MOOSE;Mediterranean Sea;Illumina;08/09/2017;2017;September;DEEP;2;2000;43.5333;7.616;13.2134;38.4858;4.0725;NA;9.455;0;NA;0.424;9.477;NA
MGE17_40_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;08/09/2017;2017;September;DEEP;3;2000;43.5333;7.616;13.2134;38.4858;4.0725;NA;9.455;0;NA;0.424;9.477;NA
MGE17_40_net_250_DNA1;MOOSE;Mediterranean Sea;Illumina;08/09/2017;2017;September;Net;250;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_40_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;08/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_40_net_64_DNA1;MOOSE;Mediterranean Sea;Illumina;08/09/2017;2017;September;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_45_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;09/09/2017;2017;September;SRF;2;5;42.7177;8.616;23.68825;38.22795;4.493;NA;0;0;0.012590304;0.008;1.167;0.089102375
MGE17_45_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;09/09/2017;2017;September;SRF;3;5;42.7177;8.616;23.68825;38.22795;4.493;NA;0;0;0.012590304;0.008;1.167;0.089102375
MGE17_45_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;09/09/2017;2017;September;DCM;2;80;42.7177;8.616;14.62015;38.0389;4.78;NA;0.524;0.087;0.015835805;0.002;1.325;0.503939662
MGE17_45_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;09/09/2017;2017;September;DCM;3;80;42.7177;8.616;14.62015;38.0389;4.78;NA;0.524;0.087;0.015835805;0.002;1.325;0.503939662
MGE17_45_deep_02_DNA;MOOSE;Mediterranean Sea;Illumina;09/09/2017;2017;September;DEEP;2;1560;42.7177;8.616;13.1547;38.4854;4.034;NA;8.782;0;NA;0.395;8.837;NA
MGE17_45_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;09/09/2017;2017;September;DEEP;3;1560;42.7177;8.616;13.1547;38.4854;4.034;NA;8.782;0;NA;0.395;8.837;NA
MGE17_45_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;19/09/2017;2017;September;SRF;2;5;40.0015;8.0333;23.57055;38.04385;4.4855;NA;0.016;0;0.005812727;0.011;1.062;0.084355117
MGE17_45_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;19/09/2017;2017;September;SRF;3;5;40.0015;8.0333;23.57055;38.04385;4.4855;NA;0.016;0;0.005812727;0.011;1.062;0.084355117
MGE17_45_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;19/09/2017;2017;September;DCM;2;90.7;40.0015;8.0333;14.9557;37.90335;4.864;NA;NA;NA;0.005480571;NA;NA;0.430904928
MGE17_45_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;19/09/2017;2017;September;DCM;3;90.7;40.0015;8.0333;14.9557;37.90335;4.864;NA;NA;NA;0.005480571;NA;NA;0.430904928
MGE17_45_L2_deep_02_DNA3;MOOSE;Mediterranean Sea;Illumina;19/09/2017;2017;September;DEEP;2;1135;40.0015;8.0333;13.2523;38.52455;3.833;NA;8.755;0;NA;0.428;9.248;NA
MGE17_45_L2_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;19/09/2017;2017;September;DEEP;3;1135;40.0015;8.0333;13.2523;38.52455;3.833;NA;8.755;0;NA;0.428;9.248;NA
MGE17_45_L2_net_250_DNA1;MOOSE;Mediterranean Sea;Illumina;19/09/2017;2017;September;Net;250;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_45_L2_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;19/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_45_L2_net_64_DNA1;MOOSE;Mediterranean Sea;Illumina;19/09/2017;2017;September;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_45_net_250_DNA1;MOOSE;Mediterranean Sea;Illumina;09/09/2017;2017;September;Net;250;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_45_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;09/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_45_net_64_DNA1;MOOSE;Mediterranean Sea;Illumina;09/09/2017;2017;September;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_51_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;10/09/2017;2017;September;SRF;2;5;42.15;7.684;21.5053;38.343;4.69;NA;0.048;0;0.018623298;0.005;0.961;0.207418644
MGE17_51_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;10/09/2017;2017;September;SRF;3;5;42.15;7.684;21.5053;38.343;4.69;NA;0.048;0;0.018623298;0.005;0.961;0.207418644
MGE17_51_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;10/09/2017;2017;September;DCM;2;80;42.15;7.684;14.2877;38.2404;4.9315;NA;0.06;0;0.00988794;0.003;1.322;0.766864703
MGE17_51_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;10/09/2017;2017;September;DCM;3;80;42.15;7.684;14.2877;38.2404;4.9315;NA;0.06;0;0.00988794;0.003;1.322;0.766864703
MGE17_51_deep_02_DNA3;MOOSE;Mediterranean Sea;Illumina;10/09/2017;2017;September;DEEP;2;2000;42.15;7.684;13.2124;38.48365;4.076;NA;9.063;0;NA;0.403;8.686;NA
MGE17_51_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;10/09/2017;2017;September;DEEP;3;2000;42.15;7.684;13.2124;38.48365;4.076;NA;9.063;0;NA;0.403;8.686;NA
MGE17_51_net_250_DNA1;MOOSE;Mediterranean Sea;Illumina;10/09/2017;2017;September;Net;250;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_51_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;10/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_51_net_64_DNA1;MOOSE;Mediterranean Sea;Illumina;10/09/2017;2017;September;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_56_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;21/09/2017;2017;September;SRF;2;5;40.3013;6.2832;23.15365;37.97805;4.5605;NA;0.029;0;0.008757913;0;1.087;0.105170016
MGE17_56_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;21/09/2017;2017;September;SRF;3;5;40.3013;6.2832;23.15365;37.97805;4.5605;NA;0.029;0;0.008757913;0;1.087;0.105170016
MGE17_56_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;21/09/2017;2017;September;DCM;2;79.8;40.3013;6.2832;15.80855;38.1505;5.4545;NA;0.012;0;0.040982541;0.005;1.264;0.335959775
MGE17_56_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;21/09/2017;2017;September;DCM;3;79.8;40.3013;6.2832;15.80855;38.1505;5.4545;NA;0.012;0;0.040982541;0.005;1.264;0.335959775
MGE17_56_L2_deep_02_DNA3;MOOSE;Mediterranean Sea;Illumina;21/09/2017;2017;September;DEEP;2;2857.4;40.3013;6.2832;13.35915;38.4879;4.0335;NA;NA;NA;NA;NA;9.6;NA
MGE17_56_L2_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;21/09/2017;2017;September;DEEP;3;2857.4;40.3013;6.2832;13.35915;38.4879;4.0335;NA;NA;NA;NA;NA;9.6;NA
MGE17_56_L2_net_250_DNA1;MOOSE;Mediterranean Sea;Illumina;21/09/2017;2017;September;Net;250;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_56_L2_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;21/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_56_L2_net_64_DNA1;MOOSE;Mediterranean Sea;Illumina;21/09/2017;2017;September;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_67_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;23/09/2017;2017;September;SRF;2;5;42.9992;6.0005;18.6784;38.13425;5.0365;NA;0.009;0;0.001545766;0.004;0.989;0.130001826
MGE17_67_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;23/09/2017;2017;September;SRF;3;5;42.9992;6.0005;18.6784;38.13425;5.0365;NA;0.009;0;0.001545766;0.004;0.989;0.130001826
MGE17_67_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;23/09/2017;2017;September;DCM;2;40;42.9992;6.0005;15.33315;38.0269;5.216;NA;0.163;0.011;0.011372425;0.023;1.053;0.558715712
MGE17_67_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;23/09/2017;2017;September;DCM;3;40;42.9992;6.0005;15.33315;38.0269;5.216;NA;0.163;0.011;0.011372425;0.023;1.053;0.558715712
MGE17_67_L2_deep_02_DNA3;MOOSE;Mediterranean Sea;Illumina;23/09/2017;2017;September;DEEP;2;1000;42.9992;6.0005;13.346;38.54915;3.7225;NA;NA;NA;NA;NA;8.615;NA
MGE17_67_L2_deep_3_DNA;MOOSE;Mediterranean Sea;Illumina;23/09/2017;2017;September;DEEP;3;1000;42.9992;6.0005;13.346;38.54915;3.7225;NA;NA;NA;NA;NA;8.615;NA
MGE17_67_L2_net_250_DNA1;MOOSE;Mediterranean Sea;Illumina;23/09/2017;2017;September;Net;250;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_67_L2_net_500_DNA1;MOOSE;Mediterranean Sea;Illumina;23/09/2017;2017;September;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE17_67_L2_net_64_DNA1;MOOSE;Mediterranean Sea;Illumina;23/09/2017;2017;September;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_01_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;14/05/2018;2018;May;SRF;2;5;43.63318398;7.382198992;17.43579365;37.94598915;5.35654706;NA;0.045999979;0.005999998;0.007618454;0.02299999;1.330999539;0.190255424
MGE18_01_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;14/05/2018;2018;May;SRF;3;5;43.63318398;7.382198992;17.43579365;37.94598915;5.35654706;NA;0.045999979;0.005999998;0.007618454;0.02299999;1.330999539;0.190255424
MGE18_01_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;14/05/2018;2018;May;DCM;2;50;43.6332;7.3822;14.31395;38.2198;5.35575;NA;0.434;0.167;0.123199359;0.015;1.216;0.416297982
MGE18_01_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;14/05/2018;2018;May;DCM;3;50;43.6332;7.3822;14.31395;38.2198;5.35575;NA;0.434;0.167;0.123199359;0.015;1.216;0.416297982
MGE18_01_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;14/05/2018;2018;May;DEEP;2;779;43.6332;7.3822;13.49205;38.58605;3.88535;NA;8.526;0.006;NA;0.393;7.855;NA
MGE18_01_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;14/05/2018;2018;May;DEEP;3;779;43.6332;7.3822;13.49205;38.58605;3.88535;NA;8.526;0.006;NA;0.393;7.855;NA
MGE18_01_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;26/05/2018;2018;May;SRF;2;5;42.8847;4.3422;18.631;38.0688;5.34705;NA;0;0;0.004751153;0.016244835;1.452;0.147580531
MGE18_01_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;26/05/2018;2018;May;SRF;3;5;42.8847;4.3422;18.631;38.0688;5.34705;NA;0;0;0.004751153;0.016244835;1.452;0.147580531
